Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
¡Mucho arte religioso está lleno en esta pequeña catedral! ¡Vale la pena visitarlo!,"Esta es una catedral encantadora para visitar. Tómese el tiempo para ver todas las pequeñas obras de arte religioso, especialmente en sus paredes. Esta iglesia te da una idea de la Iglesia Católica en México (cada nación tiene su propio estilo). Tenga en cuenta que algunas personas están allí para orar, mirar a su alrededor o simplemente descansar. Sé respetuoso. Vale la pena una parada si estás en la sección antigua de Puerto Vallarta.",,5,"Bergen, Noruega",,abr de 2025
Hermosa Catedral Vieja,"Hermosa iglesia antigua en el casco antiguo, hermosa arquitectura y en excelentes condiciones, me encanta visitar catedrales viejas cada vez que viajo a ciudades viejas, por lo que valió la pena visitarla en mi camino al centro de la Zona Romántica , realmente es parte del casco antiguo y si estás caminando es digno de entrar o las zonas circundantes para explorar",,5,"Atlanta, GA",,jun de 2025
Hermosa iglesia,"Disfrute siempre de la misa de inglés del sábado aquí Era un sacerdote diferente al que había el año pasado. Muy animado, con los pies en la tierra y humorístico. Hizo su homilía en el pasillo frente al altar. Dos veces he estado y presenciado 2 bodas en misa",,5,"Burnaby, Canadá",,mar de 2025
Visita iglesia católica ,La arquitectura de la iglesia católica es variable dentro y fuera de su construcción a través de los años con mucha historia del PV Spa miles de visitas ,,5,"Puerto Vallarta, México",,dic de 2024
Must See,Hermosa parroquia. Situado en el centro de Zona Romántica cerca del Malecón. Abierto al público y todavía tiene servicio regular.,,5,,,nov de 2024
Hermosa iglesia y alrededores,"Una iglesia histórica en el corazón del viejo Puerto Vallarta. El interior es precioso pero pequeño y modesto - el exterior es la verdadera joya fotogénica. Merece la pena una visita y un paseo por los alrededores para disfrutar de unas vistas pintorescas y fotos, incluyendo calles empedradas y edificios coloridos con decoraciones encantadoras.",,4,"Winnipeg, Canadá",,feb de 2024
Una de las estructuras más importantes de Puerto Vallarta,"El Centro Puerto Vallarta es un lugar destacado por su imponente horizonte del centro de la ciudad, flanqueado por tiendas de recuerdos kitsch y frente a una plaza colorida y encantadora. La iglesia fue laboriosamente construida durante varias décadas. La iglesia neobarroca es más conocida por su emblemático e intrincado campanario y es la atracción más importante de la ciudad.",,5,"Long Beach, CA",,oct de 2024
Torre símbolo de una ciudad ,"La Iglesia de Nuestra Señora de Guadalupe es  el edificio religioso más importante de Puerto Vallarta, cuya torre se ha convertido en uno de los símbolos de la ciudad, situada en el Viejo Vallarta, también conocido como Zona Romántica. ",,4,"Alicante, España",,may de 2024
Hermosa iglesia histórica,Fuimos un domingo y me sorprendió gratamente ver un servicio activo que se transmitió en español e inglés. Hermosa iglesia histórica. Lo suficientemente cerca del malecón que debe ver.,,5,,,sept de 2024
iglesia de la corona,la iglesia esta cerca del edificio de la presidencia esta abierta todos los dias y tiene una corona muy bonita es popular tambien el 12 de diciembre por las fiestas de la virgen de guadalupe,,5,"Puerto Vallarta, México",,abr de 2024
Hermosa iglesia católica en PV!,Esta iglesia era exquisita. El detalle fino en cada esquina dentro del encaje como pico de metal en la parte superior. Había tantas cosas increíbles que ver.,,5,"Colbert, WA",,jul de 2024
Hermosa pequeña iglesia,"Hermosa pequeña iglesia! Los códigos QR proporcionan explicaciones en inglés o español de ciertos artículos y arte, así que prepárate para usar tu teléfono inteligente o simplemente disfruta del espacio y la paz.",,4,,,jun de 2024
Hermoso edificio histórico,"Un edificio precioso, especialmente al atardecer, también se pueden disfrutar excelentes vistas desde arriba desde el restaurante La Cappella. Es bueno ver edificios históricos conservados.",,5,"Palm Springs, CA",,abr de 2024
Una de las iglesias más hermosas.,"Parte de nuestra estadía anual este año incluyó la Semana Santa y fue realmente sorprendente e impresionante ver la iglesia y las celebraciones que se estaban llevando a cabo. El interior también está lleno de belleza. Religioso o no, vale la pena detenerse a verlo.",,4,"Red Deer, Canadá",,abr de 2024
La vista ❤️,Muy hermosa vista y la comunidad es muy amigable. Hay muchos vendedores ambulantes que venden deliciosas comidas y bebidas.,,5,"Simi Valley, CA",,feb de 2024
Absolutamente hermoso y conmovedor,Esta iglesia es absolutamente hermosa. Hay una sensación de paz tan pronto como entras por la puerta. Las exhibiciones y estatuas realmente tocaron mi corazón. No te pierdas las exhibiciones en la puerta lateral.,,5,,,feb de 2024
Hermosa Iglesia,¡Misas increíbles dichas en inglés a las 10 en Nochebuena y Navidad! Caminé hasta la cruz después de la misa de Navidad. ¡Algo que debes ver y hacer! !,,5,"Lafayette, LA",,dic de 2023
tranquilo y divino,"somos una familia de 4 . Hacía tiempo que deseábamos visitar esta iglesia; ese deseo se cumplió en estas vacaciones de Navidad. Es una iglesia preciosa. La estructura, las torres y la corona en lo alto de la torre de la iglesia son una arquitectura maravillosa. La iglesia es tranquila y hermosa por dentro. Nos permitieron tomar fotografías. es realmente una experiencia divina. Hay una gran sensación de calma y paz en la iglesia y sus alrededores.",,5,"Alpharetta, GA",,dic de 2023
"Detente a descansar del caos, reza un poco por los menos afortunados.",Lo más destacado de caminar por el centro de Puerto Vallarta. . . La boda estaba en proceso pero nos invitaron a sentarnos durante 20 personas. minutos. . . Nos gusta más San José De Cabo porque es más pequeño y tiene poco tráfico.,,5,"Playa de Ewa, Hawái",,dic de 2023
A un corto paseo del paseo marítimo.,"Código de vestimenta estricto: no se permiten trajes de baño, minifaldas, pantalones cortos ni comida. Interior blanco nítido, bastante discreto en comparación con algunas iglesias, algunos adornos dorados encantadores y un hermoso altar abovedado. Una torre de reloj bastante inusual, muy ornamentada con su corona calada. Hay escalones empinados hasta la entrada, pero hay una rampa a la izquierda cuando miras a la iglesia.Ciertamente vale la pena echarle un vistazo.",,4,"West Sussex, UK",,nov de 2023
CELEBRACION LITURGICA Y RECORRIDO POE EL MALECON,"ME ENCANTÓ Y FUE UN GUSTO ASISTIR A LA CELEBRACION LITURGICA Y PODER APRECIAR LA IGLESIA  , Y VER QUE ES ANTIGUA PERO BONITA.   TAMBIEN RECORRIMOS EL MALECON Y PUDIMOS VER EL MERCADO DE ARTESANIAS .",,5,"Ocotlán, México",,jul de 2019
Beautiful Cathedral,Easy to stop in and see while on your visit to the boardwalk.  Beautiful architecture!  Well worth the short time it takes to view this beautiful piece of history.,,4,,,jul de 2023
BONITA,"No se si sea la Catedral de Puerto Vallarta, pero si es de seguro una de las iglesias más representativas. Por dentro nada fuera de lo común: arte religioso y venta de recuerdos, etc. vale la pena visitarla si se está cerca",,4,"Duitama, Colombia",,ene de 2023
Beautiful and charming,"Such a beautiful site in old PV. You can take a moment to reflect and take in the beauty of the architecture, stick around for the bells, make donation and show appreciation and then get right back into the city.",,5,"Filadelfia, Pensilvania",,may de 2023
Stunning inside and out,A sacred place. It is quite beautiful. The amount of art inside is breath taking. Give yourself time to look at the various areas within this large structure. There are steps to enter to the church.,,5,"Port Orchard, WA",,abr de 2023
Iconic and impressive!,The crown on top is one of the features that make this church iconic and stand out from others in Puerto Vallarta. There is a lovely court yard in front and it’s absolutely beautiful inside! A block from the Malecon (by the arches) makes for an easy stop while visiting the boardwalk and downtown.,,5,"Calgary, Canadá",,nov de 2022
Impressive church,Very beautiful catholic church. It can be seen from the Malecon. The altar is impressive. You need to cover your shoulders to be able to visit  the church.,,5,"Helsinki, Finlandia",,mar de 2023
The   Senora De Gaudalupe church,A beautiful church inside and especially the silver crown on top. Very unique.  The inside decor is and the statue of the saint is so delicate but at the same time powerful.,,5,"Conroe, TX",,feb de 2023
Catholic Church,We visited on our cruise ship excursion.  We bought my mother-in-law a rosary bead necklace from a vendor outside the church.,,4,"Marietta, GA",,dic de 2022
Beautiful church,The view of the church itself! It was beautiful inside and out! You felt welcomed by the priest as he noticed several tourists come in to take pictures.,,5,California,,ene de 2023
Iglesia del tamaño de una persona,"No abrumador, solo un espacio religioso de buen tamaño. Algunas personas en oración. Algunas personas contemplando.",,4,"Portland, Oregón",,dic de 2022
"No se permiten pantalones cortos ni camisas, la próxima vez traerá mangas largas y faldas largas.","no se permiten pantalones cortos ni chancletas dentro de la iglesia, pero el clima es demasiado caluroso. por favor justifique,Viajo como turista y toda la visita que hicimos fue con pantalones cortos y chanclas. Quería ver qué hay dentro de la iglesia, pero un acomodador de la iglesia nos dijo que no estaba permitido. Tampoco traje mangas largas ni faldas largas.>_<",,2,"Edmonton, Canadá",,nov de 2022
Vacaciones en pareja.,"Es un lugar bastante especial, el altar de la virgen de Guadalupe es muy lindo, la corona que está en la infraestructura es algo que resalta. Para entrar tienen sus reglas (como lo es común en las iglesias respecto al vestuario)",,4,"Bogotá, Colombia",,nov de 2022
Impresionante en la mañana,"Este lugar es imprescindible si quieres ver algo impresionante. Por la mañana, el sol da en el campanario de tal manera que la corona tiene un aura y la cruz de la corona brilla. Parece que el cielo vino de visita.",,5,"Tucson, AZ",,oct de 2022
"Parroquia de Nuestra Señora de Guadalupe, Simplemente Increíble...","Mientras visitábamos Puerto Vallarta por primera vez, mi esposa y yo visitamos el malecón y también decidimos caminar hasta la iglesia Parroquia de Nuestra Señora de Guadalupe. Es una hermosa iglesia con vista al centro de la ciudad por el ""Paseo del Malecón"".Si bien la iglesia es un edificio increíble desde el exterior, es absolutamente hermoso por dentro. Los dos estábamos asombrados por su belleza general. Las fotos en línea no le hacen justicia a esta iglesia. Si visitas Puerto Vallarta y el malecón, debes pasar tiempo en esta increíble iglesia. . .",,5,"Wilmington, Carolina del Norte",,sept de 2022
Hermosa iglesia!,¡Asistimos a la misa dominical durante las vacaciones y nos sentimos muy bienvenidos! Es una hermosa iglesia. Se le permite mezclarse y tomar fotografías después de la misa.,,5,"Boston, Massachusetts",,sept de 2022
Un Lugar hermoso,"Es una visita imperdible, estando en el centro de vallarta puedes visitarla tomor muy buenas fotos a nosotros nos la tomaron los chicos de Baika rool ya que lo conocimos en un tour",,5,"Puerto Vallarta, México",,ene de 2022
Agradeciendo a Dios nuestro aniversario matrimonial,El 13 de septiembre 2022 estuvimos en la Santa Misa 7:30 am agradeciendo a Dios nuestro 47 aniversario de matrimonio. Bendito Dios.,,5,"Monterrey, México",,sept de 2022
Icono de  Vallarta,Una Iglesia con 101 años que no puede dejar de conocer el turista. ¡Es muy hermosa por dentro como por fuera!,,5,,,sept de 2022
Tranquilo,"Precioso punto de referencia en esta zona. Zona de jardín muy agradable y tranquila para descansar mientras aún está a un tiro de piedra de todos los bares, tiendas, etc.Muy tranquilo y hermoso.",,4,"Cheltenham, UK",,ago de 2022
A shining beacon.,"Amazingly beautiful church. The sanctuary, the courtyard and in front of the church square is all well worth seeing. If you love old architecture, then this is a must see.",,5,"West Linn, Oregón",,ago de 2022
Agradecer,Aveces  llego a  la basilica a dar gracias  por todo lo bueno  y lo que sea  que pase  en mi vida  y mi familia hacer un poco de meditacion y oracion y salir  y disfrutar  el sol y seguir  mi camino.,,5,"Puerto Vallarta, México",,mar de 2022
Bellísima,"Hermosa parroquia con un estilo colonial único, los vitrales que están dentro son bellísimos y toda su arquitectura, definitivamente es un lugar obligado para visitar en Puerto Vallarta, se encuentra muy cerca del malecón y a sus alrededores se pueden comprar todo tipo de artesanías como recuerdos.",,5,,,jun de 2022
A beautiful place,"A beautiful place to visit, please be respectful and please make a donation. Mexican churches are the most beautiful I have seen.",,5,,,jun de 2022
Beautiful Church,It is lovely court in the middle of downtown PV. I would definitely recommend.  Easy walk there from el Malecon.,,5,"Fort Worth, TX",,jun de 2022
Lovely church,This is a lovely church........truly the heart of Puerto Vallarta. The church is located a short distance from the waterfront and a block from the plaza. It was a Sunday when we were there and services were being held; so we just stood just inside the front door as not to disturb the service. This is a must see if you are ever in Puerto Vallarta.,,5,"Dyer, IN",,may de 2022
Es maravillosa,"La parroquia es maravillosa, me encanto entrar aqui y visitar a nuestra señora, la gente siempre muy amable",,5,,,may de 2022
HERMOSA,"Que hermoso es visitar esta parroquia tan hermosa, me encanto!!! Que hermosa estructura tiene, como un castillo",,5,,,may de 2022
Profunda emoción  nos provocó la suntuosa Iglesia con su arquitectura la belleza de su torre con la corona que belleza,Fuimos a la misa del Domingo de Ramos y también la misa del domingo de Pascuas y nos emocionó los arreglos De la Iglesia su coro la música todo estuvo genial Mucho orden y devoción,,5,"Los Cardales, Argentina",,may de 2022
Looking for a Spiritual Experience,"As soon as you enter you will feel a spiritual experience. A very Holy Church, I suggest everyone experience visiting.",,5,,,may de 2022
